#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   0.69586    -12.258637    -12.259039
   0.70465    -12.249040    -12.249482
   0.71345    -12.239122    -12.239598
   0.72224    -12.228893    -12.229399
   0.73103    -12.218368    -12.218899
   0.73982    -12.207562    -12.208116
   0.74861    -12.196498    -12.197070
   0.75740    -12.185204    -12.185792
   0.76619    -12.173719    -12.174324
   0.77499    -12.162103    -12.162727
   0.78378    -12.150450    -12.151100
   0.79257    -12.138923    -12.139615
   0.80136    -12.127830    -12.128589
   0.81015    -12.117802    -12.118666
   0.81894    -12.110163    -12.111162
   0.82774    -12.107139    -12.108214
 
# Band-Index    4
   0.82774    -12.068508    -12.070716
   0.81894    -12.064416    -12.066450
   0.81015    -12.054736    -12.056610
   0.80136    -12.042582    -12.044474
   0.79257    -12.029278    -12.031311
   0.78378    -12.015333    -12.017582
   0.77499    -12.000973    -12.003486
   0.76619    -11.986315    -11.989128
   0.75740    -11.971431    -11.974572
   0.74861    -11.956371    -11.959861
   0.73982    -11.941177    -11.945033
   0.73103    -11.925881    -11.930119
   0.72224    -11.931874    -11.937894
   0.71345    -11.945570    -11.951368
   0.70465    -11.959897    -11.965476
   0.69586    -11.974786    -11.980147
   0.68707    -11.990168    -11.995316
   0.67828    -12.005979    -12.010918
   0.66949    -12.022160    -12.026894
   0.66070    -12.038655    -12.043189
   0.65190    -12.055411    -12.059751
   0.64311    -12.072380    -12.076531
   0.63432    -12.089516    -12.093483
   0.62553    -12.106777    -12.110566
   0.61674    -12.124125    -12.127742
   0.60795    -12.141522    -12.144972
   0.59916    -12.158936    -12.162225
   0.59036    -12.176334    -12.179468
   0.58157    -12.193689    -12.196672
   0.57278    -12.210973    -12.213811
   0.56399    -12.228161    -12.230859
   0.55520    -12.245229    -12.247793
   0.54641    -12.262156    -12.264590
   0.53761    -12.278922    -12.281231
   0.52882    -12.295508    -12.297697
   0.52003    -12.311896    -12.313969
   0.51124    -12.328070    -12.330032
   0.50245    -12.344014    -12.345870
   0.49366    -12.359715    -12.361467
   0.48486    -12.375158    -12.376000
   0.48486    -12.375158    -12.376000
   0.47856    -12.367469    -12.368333
   0.47226    -12.359614    -12.360499
   0.46595    -12.351595    -12.352501
   0.45965    -12.343415    -12.344342
   0.45334    -12.335075    -12.336023
   0.44704    -12.326580    -12.327549
   0.44074    -12.317931    -12.318921
   0.43443    -12.309131    -12.310141
   0.42813    -12.300183    -12.301214
   0.42182    -12.291090    -12.292142
   0.41552    -12.281855    -12.282928
   0.40921    -12.272482    -12.273574
   0.40291    -12.262974    -12.264086
   0.39661    -12.253334    -12.254466
   0.39030    -12.243566    -12.244717
   0.38400    -12.233673    -12.234843
   0.37769    -12.223660    -12.224848
   0.37139    -12.213530    -12.214736
   0.36508    -12.203288    -12.204512
   0.35878    -12.192938    -12.194178
   0.35248    -12.182484    -12.183741
   0.34617    -12.171932    -12.173204
   0.33987    -12.161286    -12.162572
   0.33356    -12.150551    -12.151850
   0.32726    -12.139733    -12.141044
   0.32095    -12.128839    -12.130159
   0.31465    -12.117874    -12.119202
   0.30835    -12.106846    -12.108178
   0.30204    -12.095763    -12.097094
   0.29574    -12.084635    -12.085960
   0.28943    -12.073472    -12.074785
   0.28313    -12.062291    -12.063581
   0.27682    -12.051114    -12.052364
   0.27052    -12.039977    -12.041160
   0.26422    -12.028945    -12.030014
   0.25791    -12.018167    -12.019022
   0.25161    -12.008060    -12.008459
   0.24530    -12.000193    -11.999449
   0.23900    -11.999360    -11.997033
   0.23900    -11.999360    -11.997033
   0.23287    -11.994186    -11.991828
   0.22674    -11.988962    -11.986571
   0.22061    -11.985418    -11.988019
   0.21449    -11.989539    -11.992115
   0.20836    -11.993593    -11.996146
   0.20223    -11.997578    -12.000108
   0.19610    -12.001488    -12.003996
   0.18997    -12.005318    -12.007805
   0.18385    -12.009064    -12.011532
   0.17772    -12.012724    -12.015173
   0.17159    -12.016292    -12.018723
   0.16546    -12.019765    -12.022179
   0.15933    -12.023140    -12.025538
   0.15320    -12.026413    -12.028796
   0.14708    -12.029582    -12.031950
   0.14095    -12.032643    -12.034997
   0.13482    -12.035593    -12.037934
   0.12869    -12.038430    -12.040759
   0.12256    -12.041151    -12.043468
   0.11644    -12.043754    -12.046060
   0.11031    -12.046237    -12.048532
   0.10418    -12.048597    -12.050883
   0.09805    -12.050832    -12.053109
   0.09192    -12.052941    -12.055209
   0.08579    -12.054922    -12.057182
   0.07967    -12.056773    -12.059026
   0.07354    -12.058493    -12.060739
   0.06741    -12.060080    -12.062320
   0.06128    -12.061533    -12.063768
   0.05515    -12.062851    -12.065081
   0.04903    -12.064034    -12.066259
   0.04290    -12.065079    -12.067300
   0.03677    -12.065987    -12.068204
   0.03064    -12.066756    -12.068970
   0.02451    -12.067386    -12.069598
   0.01838    -12.067876    -12.070087
   0.01226    -12.068227    -12.070436
   0.00613    -12.068437    -12.070646
   0.00000    -12.068508    -12.070716
 
# Band-Index    5
   0.00000    -12.048015    -12.046890
   0.00613    -12.044831    -12.043809
   0.01226    -12.036716    -12.035886
   0.01838    -12.025900    -12.025236
   0.02451    -12.013704    -12.013161
   0.03064    -12.000755    -12.000299
   0.03677    -11.987356    -11.986964
   0.04290    -11.973666    -11.973323
   0.04903    -11.959777    -11.959472
   0.05515    -11.945744    -11.945470
   0.06128    -11.931607    -11.931358
   0.06741    -11.917391    -11.917163
   0.07354    -11.903119    -11.902908
   0.07967    -11.888805    -11.888610
   0.08579    -11.877774    -11.876519
   0.09192    -11.881229    -11.879712
   0.09805    -11.884893    -11.883109
   0.10418    -11.888759    -11.886716
   0.11031    -11.892816    -11.890536
   0.11644    -11.897054    -11.894572
   0.12256    -11.901461    -11.898820
   0.12869    -11.906021    -11.903270
   0.13482    -11.910721    -11.907904
   0.14095    -11.915547    -11.912698
   0.14708    -11.920484    -11.917630
   0.15320    -11.925518    -11.922677
   0.15933    -11.930634    -11.927820
   0.16546    -11.935821    -11.933040
   0.17159    -11.941063    -11.938321
   0.17772    -11.946351    -11.943650
   0.18385    -11.951671    -11.949012
   0.18997    -11.957013    -11.954396
   0.19610    -11.962366    -11.959790
   0.20223    -11.967721    -11.965184
   0.20836    -11.973066    -11.970568
   0.21449    -11.978394    -11.975933
   0.22061    -11.983695    -11.981270
   0.22674    -11.981237    -11.983864
   0.23287    -11.976999    -11.979654
   0.23900    -11.972712    -11.975396
   0.23900    -11.972712    -11.975396
   0.24530    -11.972101    -11.973167
   0.25161    -11.964460    -11.964348
   0.25791    -11.954587    -11.953983
   0.26422    -11.944046    -11.943193
   0.27052    -11.933258    -11.932255
   0.27682    -11.922371    -11.921266
   0.28313    -11.911452    -11.910272
   0.28943    -11.900539    -11.899300
   0.29574    -11.889654    -11.888368
   0.30204    -11.878815    -11.877489
   0.30835    -11.868037    -11.866676
   0.31465    -11.857330    -11.855940
   0.32095    -11.846706    -11.845289
   0.32726    -11.836174    -11.834733
   0.33356    -11.825744    -11.824282
   0.33987    -11.815425    -11.813943
   0.34617    -11.805225    -11.803726
   0.35248    -11.795153    -11.793639
   0.35878    -11.785218    -11.783689
   0.36508    -11.775426    -11.773885
   0.37139    -11.765788    -11.764236
   0.37769    -11.756308    -11.754747
   0.38400    -11.746997    -11.745428
   0.39030    -11.737860    -11.736284
   0.39661    -11.728903    -11.727323
   0.40291    -11.720136    -11.718551
   0.40921    -11.711561    -11.709975
   0.41552    -11.703187    -11.701600
   0.42182    -11.695018    -11.693431
   0.42813    -11.687059    -11.685474
   0.43443    -11.679314    -11.677734
   0.44074    -11.671789    -11.670213
   0.44704    -11.664486    -11.662916
   0.45334    -11.657408    -11.655846
   0.45965    -11.650557    -11.649005
   0.46595    -11.643936    -11.642395
   0.47226    -11.637546    -11.636018
   0.47856    -11.631387    -11.629873
   0.48486    -11.625460    -11.623962
   0.48486    -11.625460    -11.623962
   0.49366    -11.636005    -11.629106
   0.50245    -11.646384    -11.639434
   0.51124    -11.656586    -11.649591
   0.52003    -11.666601    -11.659567
   0.52882    -11.676421    -11.669353
   0.53761    -11.686037    -11.678938
   0.54641    -11.695441    -11.688316
   0.55520    -11.704624    -11.697477
   0.56399    -11.713580    -11.706414
   0.57278    -11.722301    -11.715119
   0.58157    -11.730781    -11.723586
   0.59036    -11.739014    -11.731808
   0.59916    -11.746993    -11.739779
   0.60795    -11.754713    -11.747493
   0.61674    -11.762169    -11.754944
   0.62553    -11.769356    -11.762126
   0.63432    -11.776268    -11.769036
   0.64311    -11.782902    -11.782799
   0.65190    -11.789252    -11.796898
   0.66070    -11.803721    -11.811233
   0.66949    -11.818657    -11.825765
   0.67828    -11.833760    -11.840456
   0.68707    -11.848994    -11.855273
   0.69586    -11.864319    -11.870182
   0.70465    -11.879704    -11.885151
   0.71345    -11.895113    -11.900150
   0.72224    -11.910516    -11.915149
   0.73103    -11.918886    -11.925129
   0.73982    -11.926281    -11.925151
   0.74861    -11.941294    -11.940234
   0.75740    -11.956162    -11.955170
   0.76619    -11.970831    -11.969900
   0.77499    -11.985231    -11.984350
   0.78378    -11.999256    -11.998410
   0.79257    -12.012735    -12.011900
   0.80136    -12.025354    -12.024492
   0.81015    -12.036475    -12.035538
