#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   3.51395     -6.801762     -6.801748
   3.53533     -6.789630     -6.789616
   3.55671     -6.778522     -6.778509
   3.57809     -6.768908     -6.768896
   3.59947     -6.761309     -6.761296
   3.62085     -6.756293     -6.756280
   3.62085     -6.756293     -6.756280
   3.64223     -6.749925     -6.749912
   3.66361     -6.731003     -6.730991
   3.68499     -6.700042     -6.700030
   3.70637     -6.657844     -6.657832
   3.72775     -6.605408     -6.605396
   3.74913     -6.543870     -6.543858
   3.77051     -6.474418     -6.474406
   3.79189     -6.398274     -6.398262
   3.81327     -6.316653     -6.316641
   3.83465     -6.230773     -6.230761
   3.85603     -6.141857     -6.141845
   3.87741     -6.051161     -6.051149
   3.89879     -5.959989     -5.959978
   3.92017     -5.869710     -5.869699
   3.94155     -5.781772     -5.781761
   3.96293     -5.697667     -5.697657
   3.98431     -5.618894     -5.618883
   4.00569     -5.546852     -5.546841
   4.02707     -5.482713     -5.482703
 
# Band-Index    6
   4.02707     -5.482713     -5.482703
   4.00569     -5.546852     -5.546841
   3.98431     -5.618894     -5.618883
   3.96293     -5.697667     -5.697657
   3.94155     -5.781772     -5.781761
   3.92017     -5.869710     -5.869699
   3.89879     -5.959989     -5.959978
   3.87741     -6.051161     -6.051149
   3.85603     -6.141857     -6.141845
   3.83465     -6.230773     -6.230761
   3.81327     -6.316653     -6.316641
   3.79189     -6.398274     -6.398262
   3.77051     -6.474418     -6.474406
   3.74913     -6.543870     -6.543858
   3.72775     -6.605408     -6.605396
   3.70637     -6.657844     -6.657832
   3.68499     -6.700042     -6.700030
   3.66361     -6.731003     -6.730991
   3.64223     -6.749925     -6.749912
   3.62085     -6.756293     -6.756280
   3.62085     -6.756293     -6.756280
   3.59947     -6.761309     -6.761296
   3.57809     -6.768908     -6.768896
   3.55671     -6.778522     -6.778509
   3.53533     -6.789630     -6.789616
   3.51395     -6.801762     -6.801748
   3.49257     -6.814505     -6.814492
   3.47119     -6.827494     -6.827481
   3.44981     -6.840419     -6.840405
   3.42843     -6.852994     -6.852980
   3.40705     -6.864990     -6.864976
   3.38567     -6.876203     -6.876189
   3.36429     -6.886460     -6.886446
   3.34291     -6.895621     -6.895607
   3.32153     -6.903560     -6.903546
   3.30015     -6.910183     -6.910168
   3.27877     -6.915412     -6.915398
   3.25739     -6.919189     -6.919174
   3.23601     -6.921471     -6.921457
   3.21463     -6.922234     -6.922220
   3.21463     -6.922234     -6.922220
   3.16226     -6.912002     -6.911988
   3.10989     -6.881742     -6.881728
   3.05752     -6.832771     -6.832757
   3.00515     -6.767404     -6.767390
   2.95278     -6.689164     -6.689150
   2.90042     -6.603129     -6.603116
   2.84805     -6.516489     -6.516476
   2.79568     -6.439107     -6.439095
   2.74331     -6.383773     -6.383761
   2.69094     -6.364885     -6.364874
   2.63857     -6.394579     -6.394568
   2.58620     -6.477383     -6.477373
   2.53383     -6.608134     -6.608124
   2.48146     -6.775297     -6.775287
   2.42909     -6.966189     -6.966179
   2.37672     -7.170086     -7.170075
   2.32435     -7.378970     -7.378959
   2.27198     -7.587164     -7.587153
   2.21961     -7.790706     -7.790695
   2.21961     -7.790706     -7.790695
   2.16406     -7.637180     -7.637169
   2.10852     -7.478833     -7.478822
   2.05297     -7.319447     -7.319437
   1.99742     -7.164296     -7.164285
   1.94188     -7.020369     -7.020358
   1.88633     -6.896168     -6.896158
   1.83078     -6.800456     -6.800446
   1.77524     -6.739423     -6.739412
   1.71969     -6.713287     -6.713276
   1.66415     -6.714807     -6.714796
   1.60860     -6.731453     -6.731441
   1.55305     -6.749471     -6.749459
   1.49751     -6.757078     -6.757065
   1.44196     -6.745860     -6.745847
   1.38641     -6.710834     -6.710821
   1.33087     -6.649876     -6.649863
   1.27532     -6.562991     -6.562978
   1.21977     -6.451688     -6.451675
   1.16423     -6.318660     -6.318647
   1.16423     -6.318660     -6.318647
