#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   4.67904    -15.961258    -15.961279
   4.59889    -15.973864    -15.973886
   4.51875    -15.972904    -15.972927
   4.43861    -15.952222    -15.952246
   4.35846    -15.907390    -15.907415
   4.27832    -15.835204    -15.835229
   4.19818    -15.733551    -15.733576
   4.11803    -15.600951    -15.600976
   4.03789    -15.436630    -15.436655
   3.95775    -15.239880    -15.239906
   3.87761    -15.010677    -15.010702
   3.79746    -14.749176    -14.749201
   3.71732    -14.455839    -14.455863
   3.63718    -14.131451    -14.131474
   3.55703    -13.777178    -13.777200
   3.47689    -13.394663    -13.394684
   3.39675    -12.986287    -12.986308
   3.39675    -12.986287    -12.986308
   3.31174    -13.287617    -13.287638
   3.22674    -13.559342    -13.559364
   3.14173    -13.799543    -13.799565
   3.05673    -14.007304    -14.007326
   2.97172    -14.182538    -14.182560
   2.88672    -14.326047    -14.326069
   2.80171    -14.439919    -14.439940
   2.71671    -14.527815    -14.527837
   2.63170    -14.596184    -14.596205
   2.54670    -14.655590    -14.655609
   2.46170    -14.722511    -14.722529
   2.37669    -14.819245    -14.819262
   2.29169    -14.967106    -14.967123
   2.20668    -15.172818    -15.172836
   2.12168    -15.423200    -15.423220
   2.03667    -15.695796    -15.695819
   1.95167    -15.880288    -15.880311
   1.86666    -15.405224    -15.405244
   1.78166    -15.161681    -15.161699
   1.78166    -15.161681    -15.161699
   1.75332    -15.157504    -15.157521
   1.72499    -15.190910    -15.190928
   1.69665    -15.255770    -15.255789
   1.66832    -15.344690    -15.344711
   1.63998    -15.450969    -15.450990
   1.61165    -15.569163    -15.569186
   1.58331    -15.695115    -15.695139
   1.55498    -15.825848    -15.825873
   1.52664    -15.959171    -15.959197
   1.49831    -16.093421    -16.093447
   1.46997    -16.227542    -16.227569
   1.44164    -16.360589    -16.360616
   1.41330    -16.491893    -16.491921
   1.38497    -16.620938    -16.620966
   1.35664    -16.747319    -16.747348
   1.32830    -16.870721    -16.870750
   1.29997    -16.990885    -16.990915
   1.27163    -17.107606    -17.107636
   1.24330    -17.220705    -17.220735
   1.24330    -17.220705    -17.220735
   1.17786    -16.768244    -16.768273
   1.11242    -16.302923    -16.302950
   1.04699    -15.828787    -15.828812
   0.98155    -15.351218    -15.351242
   0.91611    -14.878228    -14.878249
   0.85068    -14.421111    -14.421130
   0.78524    -13.995559    -13.995575
   0.71980    -13.621573    -13.621587
   0.65437    -13.320115    -13.320127
   0.58893    -13.104388    -13.104400
   0.52349    -12.972622    -12.972635
   0.45806    -12.908639    -12.908654
   0.39262    -12.890822    -12.890838
   0.32718    -12.899857    -12.899874
   0.26175    -12.921477    -12.921496
   0.19631    -12.946044    -12.946064
   0.13087    -12.967278    -12.967298
   0.06544    -12.981383    -12.981403
   0.00000    -12.986287    -12.986308
 
# Band-Index    5
   0.00000    -12.986287    -12.986308
   0.06544    -12.974823    -12.974844
   0.13087    -12.940402    -12.940423
   0.19631    -12.883086    -12.883106
   0.26175    -12.802898    -12.802918
   0.32718    -12.699920    -12.699940
   0.39262    -12.574181    -12.574201
   0.45806    -12.425748    -12.425768
   0.52349    -12.254732    -12.254751
   0.58893    -12.061332    -12.061351
   0.65437    -11.845455    -11.845474
   0.71980    -11.607349    -11.607367
   0.78524    -11.347205    -11.347222
   0.85068    -11.065202    -11.065219
   0.91611    -10.761562    -10.761578
   0.98155    -10.436535    -10.436551
   1.04699    -10.090410    -10.090425
   1.11242     -9.723555     -9.723569
   1.17786     -9.336267     -9.336280
   1.24330     -8.929040     -8.929052
   1.24330     -8.929040     -8.929052
   1.27163     -9.064622     -9.064635
   1.29997     -9.253146     -9.253161
   1.32830     -9.476180     -9.476196
   1.35664     -9.718860     -9.718878
   1.38497     -9.971950     -9.971970
   1.41330    -10.229853    -10.229874
   1.44164    -10.489208    -10.489231
   1.46997    -10.747567    -10.747592
   1.49831    -11.003027    -11.003053
   1.52664    -11.253865    -11.253892
   1.55498    -11.498289    -11.498318
   1.58331    -11.734254    -11.734283
   1.61165    -11.959223    -11.959255
   1.63998    -12.169896    -12.169928
   1.66832    -12.361909    -12.361943
   1.69665    -12.529761    -12.529797
   1.72499    -12.666511    -12.666548
   1.75332    -12.764682    -12.764720
   1.78166    -12.817970    -12.818008
   1.78166    -12.817970    -12.818008
   1.86666    -12.702435    -12.702471
   1.95167    -12.287710    -12.287743
   2.03667    -12.437276    -12.437310
   2.12168    -12.598642    -12.598678
   2.20668    -12.666342    -12.666379
   2.29169    -12.620882    -12.620919
   2.37669    -12.454338    -12.454373
   2.46170    -12.182092    -12.182124
   2.54670    -11.840454    -11.840482
   2.63170    -11.479845    -11.479868
   2.71671    -11.169680    -11.169699
   2.80171    -11.003979    -11.003992
   2.88672    -11.050351    -11.050364
   2.97172    -11.274575    -11.274588
   3.05673    -11.593940    -11.593955
   3.14173    -11.949593    -11.949610
   3.22674    -12.309972    -12.309991
   3.31174    -12.658599    -12.658619
   3.39675    -12.986287    -12.986308
   3.39675    -12.986287    -12.986308
   3.47689    -12.555566    -12.555585
   3.55703    -12.108056    -12.108074
   3.63718    -11.653005    -11.653021
   3.71732    -11.207215    -11.207229
   3.79746    -10.803873    -10.803886
   3.87761    -10.506911    -10.506922
   3.95775    -10.407112    -10.407124
   4.03789    -10.538371    -10.538387
   4.11803    -10.830164    -10.830185
   4.19818    -11.198045    -11.198070
   4.27832    -11.590727    -11.590755
   4.35846    -11.980471    -11.980502
   4.43861    -12.350715    -12.350749
   4.51875    -12.690040    -12.690076
   4.59889    -12.988693    -12.988731
   4.67904    -13.237165    -13.237205
   4.75918    -13.425525    -13.425566
   4.83932    -13.543859    -13.543902
   4.91947    -13.584301    -13.584344
   4.91947    -13.584301    -13.584344
