#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   3.13158    -19.291130    -19.290880
   3.06102    -19.286552    -19.286301
   2.99046    -19.284848    -19.284598
   2.99046    -19.284848    -19.284598
   2.91563    -19.286019    -19.285768
   2.84079    -19.288958    -19.288708
   2.76595    -19.294216    -19.293966
   2.69111    -19.301969    -19.301720
   2.61628    -19.311612    -19.311362
   2.54144    -19.322538    -19.322289
   2.46660    -19.335085    -19.334836
   2.39176    -19.348391    -19.348143
   2.31693    -19.362451    -19.362203
   2.24209    -19.377120    -19.376873
   2.16725    -19.391432    -19.391185
   2.09242    -19.405793    -19.405546
   2.01758    -19.419545    -19.419299
   1.94274    -19.432788    -19.432542
   1.86790    -19.445192    -19.444946
   1.79307    -19.456772    -19.456526
   1.71823    -19.463939    -19.463693
   1.64339    -19.447987    -19.447741
   1.56855    -19.438132    -19.437886
   1.56855    -19.438132    -19.437886
   1.54361    -19.436432    -19.436186
   1.51866    -19.435295    -19.435048
   1.49372    -19.435308    -19.435062
   1.46877    -19.435728    -19.435482
   1.44383    -19.436560    -19.436313
   1.41888    -19.438314    -19.438068
   1.39393    -19.440826    -19.440580
   1.36899    -19.443554    -19.443308
   1.34404    -19.447130    -19.446884
   1.31910    -19.451255    -19.451009
   1.29415    -19.455898    -19.455652
   1.26921    -19.461025    -19.460779
   1.24426    -19.466859    -19.466614
   1.21931    -19.472918    -19.472673
   1.19437    -19.479281    -19.479035
   1.16942    -19.485841    -19.485596
   1.14448    -19.492833    -19.492588
   1.11953    -19.500214    -19.499969
   1.09459    -19.507667    -19.507422
   1.09459    -19.507667    -19.507422
   1.03698    -19.478418    -19.478173
   0.97937    -19.451030    -19.450784
   0.92176    -19.425923    -19.425676
   0.86415    -19.403085    -19.402838
   0.80654    -19.383026    -19.382778
   0.74893    -19.365165    -19.364917
   0.69132    -19.349054    -19.348806
   0.63371    -19.335311    -19.335063
   0.57610    -19.324244    -19.323995
   0.51849    -19.314633    -19.314384
   0.46088    -19.306817    -19.306567
   0.40327    -19.300449    -19.300199
   0.34566    -19.295274    -19.295024
   0.28805    -19.291242    -19.290992
   0.23044    -19.288309    -19.288059
   0.17283    -19.286453    -19.286203
   0.11522    -19.285464    -19.285214
   0.05761    -19.285102    -19.284852
   0.00000    -19.284848    -19.284598
 
# Band-Index    5
   0.00000     -2.959940     -2.959747
   0.05761     -2.954150     -2.953957
   0.11522     -2.936825     -2.936632
   0.17283     -2.908092     -2.907898
   0.23044     -2.868168     -2.867973
   0.28805     -2.817352     -2.817156
   0.34566     -2.756030     -2.755833
   0.40327     -2.684677     -2.684478
   0.46088     -2.603854     -2.603654
   0.51849     -2.514208     -2.514006
   0.57610     -2.416469     -2.416264
   0.63371     -2.311445     -2.311238
   0.69132     -2.200036     -2.199826
   0.74893     -2.083194     -2.082982
   0.80654     -2.016431     -2.016215
   0.86415     -1.963863     -1.963645
   0.92176     -1.922875     -1.922657
   0.97937     -1.910952     -1.910733
   1.03698     -1.898769     -1.898550
   1.09459     -1.870298     -1.870079
   1.09459     -1.870298     -1.870079
   1.11953     -1.882176     -1.881957
   1.14448     -1.899683     -1.899464
   1.16942     -1.922668     -1.922450
   1.19437     -1.950431     -1.950214
   1.21931     -1.981907     -1.981690
   1.24426     -2.015917     -2.015701
   1.26921     -2.051346     -2.051131
   1.29415     -2.087238     -2.087023
   1.31910     -2.122804     -2.122590
   1.34404     -2.157413     -2.157200
   1.36899     -2.190564     -2.190352
   1.39393     -2.221858     -2.221647
   1.41888     -2.250972     -2.250762
   1.44383     -2.277648     -2.277438
   1.46877     -2.301675     -2.301466
   1.49372     -2.322880     -2.322671
   1.51866     -2.341119     -2.340911
   1.54361     -2.356288     -2.356080
   1.56855     -2.368282     -2.368074
   1.56855     -2.368282     -2.368074
   1.64339     -2.384583     -2.384375
   1.71823     -2.370616     -2.370408
   1.79307     -2.375417     -2.375209
   1.86790     -2.370638     -2.370430
   1.94274     -2.353396     -2.353188
   2.01758     -2.327975     -2.327767
   2.09242     -2.301463     -2.301254
   2.16725     -2.284854     -2.284645
   2.24209     -2.292259     -2.292050
   2.31693     -2.334170     -2.333963
   2.39176     -2.408604     -2.408399
   2.46660     -2.503244     -2.503041
   2.54144     -2.604635     -2.604434
   2.61628     -2.702568     -2.702370
   2.69111     -2.790011     -2.789814
   2.76595     -2.862180     -2.861985
   2.84079     -2.915823     -2.915629
   2.91563     -2.948812     -2.948619
   2.99046     -2.959940     -2.959747
   2.99046     -2.959940     -2.959747
   3.06102     -2.948827     -2.948633
   3.13158     -2.915941     -2.915747
   3.20213     -2.862692     -2.862497
   3.27269     -2.791600     -2.791403
   3.34325     -2.706561     -2.706363
   3.41381     -2.613306     -2.613105
   3.48436     -2.519854     -2.519651
   3.55492     -2.436505     -2.436300
   3.62548     -2.374123     -2.373916
   3.69604     -2.339950     -2.339742
   3.76659     -2.333829     -2.333620
   3.83715     -2.349232     -2.349023
   3.90771     -2.377555     -2.377347
   3.97826     -2.411258     -2.411050
   4.04882     -2.444722     -2.444515
   4.11938     -2.474043     -2.473836
   4.18994     -2.496606     -2.496400
   4.26049     -2.510754     -2.510548
   4.33105     -2.515571     -2.515365
   4.33105     -2.515571     -2.515365
   4.35986     -2.514963     -2.514757
   4.38866     -2.513148     -2.512942
   4.41747     -2.510129     -2.509923
   4.44627     -2.505917     -2.505710
   4.47507     -2.500524     -2.500318
   4.50388     -2.493968     -2.493762
   4.53268     -2.486268     -2.486062
   4.56149     -2.477455     -2.477248
   4.59029     -2.467556     -2.467349
   4.61910     -2.456605     -2.456399
   4.64790     -2.444642     -2.444435
   4.67671     -2.431709     -2.431502
   4.70551     -2.417855     -2.417648
   4.73432     -2.403134     -2.402926
   4.76312     -2.387604     -2.387396
   4.79193     -2.371331     -2.371123
   4.82073     -2.354388     -2.354179
   4.84954     -2.336850     -2.336641
   4.87834     -2.318803     -2.318594
   4.87834     -2.318803     -2.318594
   4.90715     -2.316758     -2.316550
   4.93595     -2.310637     -2.310428
   4.96476     -2.300493     -2.300284
   4.99356     -2.286414     -2.286205
   5.02237     -2.268536     -2.268326
   5.05117     -2.247026     -2.246816
   5.07998     -2.222109     -2.221898
   5.10878     -2.194069     -2.193857
   5.13759     -2.163262     -2.163050
   5.16639     -2.130133     -2.129920
   5.19520     -2.095240     -2.095026
   5.22400     -2.059290     -2.059075
   5.25281     -2.023162     -2.022947
   5.28161     -1.987943     -1.987726
   5.31042     -1.954923     -1.954705
   5.33922     -1.925513     -1.925295
   5.36803     -1.901056     -1.900837
   5.39683     -1.882536     -1.882317
   5.42564     -1.870298     -1.870079
 
# Band-Index    6
   5.42564     -1.870298     -1.870079
   5.39683     -1.882536     -1.882317
   5.36803     -1.901056     -1.900837
   5.33922     -1.925513     -1.925295
   5.31042     -1.954923     -1.954705
   5.28161     -1.987943     -1.987726
   5.25281     -2.023162     -2.022947
   5.22400     -2.059290     -2.059075
   5.19520     -2.095240     -2.095026
   5.16639     -2.130133     -2.129920
   5.13759     -2.163262     -2.163050
   5.10878     -2.194069     -2.193857
   5.07998     -2.222109     -2.221898
   5.05117     -2.247026     -2.246816
   5.02237     -2.268536     -2.268326
   4.99356     -2.286414     -2.286205
   4.96476     -2.300493     -2.300284
   4.93595     -2.310637     -2.310428
   4.90715     -2.316758     -2.316550
   4.87834     -2.318803     -2.318594
   4.87834     -2.318803     -2.318594
   4.84954     -2.336850     -2.336641
   4.82073     -2.354388     -2.354179
   4.79193     -2.371331     -2.371123
   4.76312     -2.387604     -2.387396
   4.73432     -2.403134     -2.402926
   4.70551     -2.417855     -2.417648
   4.67671     -2.431709     -2.431502
   4.64790     -2.444642     -2.444435
   4.61910     -2.456605     -2.456399
   4.59029     -2.467556     -2.467349
   4.56149     -2.477455     -2.477248
   4.53268     -2.486268     -2.486062
   4.50388     -2.493968     -2.493762
   4.47507     -2.500524     -2.500318
   4.44627     -2.505917     -2.505710
   4.41747     -2.510129     -2.509923
   4.38866     -2.513148     -2.512942
   4.35986     -2.514963     -2.514757
   4.33105     -2.515571     -2.515365
   4.33105     -2.515571     -2.515365
   4.26049     -2.510754     -2.510548
   4.18994     -2.496606     -2.496400
   4.11938     -2.474043     -2.473836
   4.04882     -2.444722     -2.444515
   3.97826     -2.411258     -2.411050
   3.90771     -2.377555     -2.377347
   3.83715     -2.349232     -2.349023
   3.76659     -2.333829     -2.333620
   3.69604     -2.339950     -2.339742
   3.62548     -2.374123     -2.373916
   3.55492     -2.436505     -2.436300
   3.48436     -2.519854     -2.519651
   3.41381     -2.613306     -2.613105
   3.34325     -2.706561     -2.706363
   3.27269     -2.791600     -2.791403
   3.20213     -2.862692     -2.862497
   3.13158     -2.915941     -2.915747
   3.06102     -2.948827     -2.948633
